instruction,category
id like to increase the fucking coverage of my travel insurance policy how could i do it,POLICY
"I am looking for information about my life insurance, I ned assistance",POLICY
I'd like to upgrade the copverage of my health insurance policy,POLICY
"I gotto see my travel insurance, where to do it?",POLICY
I'd like to reduce the coverage of my health insurance policy will uhelp me,POLICY
"I want to reduce the coverage of my pet insurance policy, will you help me?",POLICY
i got to check my fucking auto insurance how to do it,POLICY
I want assistance seeing my fucking life insurance,POLICY
how could i change the fucking personal information on my insurance policy,POLICY
"I want to downgrade the coverage of my home insurance policy, can I get some help?",POLICY
"I'd like to know more about my fucking home insurance, will you give me spme information?",POLICY
i need assistance checking my fucking home insurance,POLICY
"I'd like to increase the coverage of my life insurance policy, can you help me?",POLICY
I got to change thefucking personal details,POLICY
"I have to upgrade the coverage of my auto insurance policy, can I get some help ?",POLICY
need to see my health ibsurance,POLICY
I'd like to check my fucking auto insurance where to do it,POLICY
howto modify the fucking personal details,POLICY
"I need to check my fucking life insurance, where can I do it?",POLICY
I need help checking my fucking travle insurance,POLICY
i need information avout my auto insurance where can i find it,POLICY
"I want to see my home insurance, where could I do it?",POLICY
"I'm looking for information about my fucking health insurance, I needassistance",POLICY
i got to change the personal data on my auto insuranc policy how could i do it,POLICY
wanna see my fucking health nisurance i need help,POLICY
"I have to upgrade the fucking coverage of my home insurance policy, I need help",POLICY
id like information about my pet  insurance,POLICY
need to modify my fucking coverage can i get some help,POLICY
"I would like to see my life insurance, where can I do it?",POLICY
"I'd like to see my health insurance, how do I do it?",POLICY
I'm trying to find information about my pet insurance,POLICY
i want information about my auto insurance  where could i find it,POLICY
"I got to see my home insurance , how could I do it?",POLICY
"I'd like to downgrade my coverage, where do I do it?",POLICY
can you tell me more about my holme insurance?,POLICY
I'd like information about my fucking auto insurance how can i find it,POLICY
im looking for ibformation about the fucking coverage of my auto insurance policy help me,POLICY
i want assistance to modify the fucking personal data on my autoinsurance policy,POLICY
i have to see my fucking life insurance  i need help,POLICY
id like to know about the coverage of my auto insurance policy how could i find more information,POLICY
wanna renew my pet insurance policy i need assistasnce,POLICY
i have to increase the fucking coverage of my life insurance policy how can i do it,POLICY
wanna know about my fucking life insurance where do i getmore information,POLICY
im looking for information  about my life insurance help me,POLICY
"I have to check my fucking travel insurance, how could I do it?",POLICY
"I'd like to see my fucking auto insurance, will you help me ?",POLICY
where to see my fucking auto insurance,POLICY
"I'd like to know about my auto insurance, can you give mesome information?",POLICY
"I'm looking for infdormation about my health insurance, how can I get it?",POLICY
I'd like to check the coverage of my health insurance policy where do i do it,POLICY
where do i check the coverage of my life insurance policy,POLICY
"I'd like to renew my home insuarnce policy, where can I do it?",POLICY
"I would like to change the coverage of my travel nisurance policy, I need help",POLICY
I'd like to see my fucking pet insurance,POLICY
di like to know about the coverage of my insurance policy could ya find some information,POLICY
I'd like information about my auto insurance where could i find it,POLICY
id like to know about the coverage of my auto insurance policy where could i find more information,POLICY
"I'd like information about my fucking pet insurance, how could I find it?",POLICY
"I want to check my fucking pet insurance, where can I do it?",POLICY
"I got to increase my coverage, where to do it?",POLICY
need to reduce the coverage of my travel insurance policy  how do i do it,POLICY
could you help me upgrading the coverage of my home imsurance policy?,POLICY
i want assistance to check the fucking coverage of my health insurance policy,POLICY
"I got to extend my home insurance policy, will you help me?",POLICY
wheee can I modify the fucking coverage of my health insurance policy?,POLICY
"I'm looking for information about my life insurance, where cam I get it?",POLICY
"I'dlike to know about my travel insurance, how do I get more information?",POLICY
I'd like to see my fucking pet insurance how do i do it,POLICY
"I want to check my travel insurance, how can I do it?",POLICY
i have to change the coverage of my health insurance policy how do i do it,POLICY
wanna know about  my fucking home insurance where could i get more information,POLICY
"I want to check my health insurance, will you help me?",POLICY
need to reduce the coverage of my auto insurance poliy help me,POLICY
could i change the fucking personal details on my health insurance policy,POLICY
"I'd like top increase the coverage of my travel insurance policy, I need help",POLICY
